"Groupe d'aliment","Sous-groupe d'aliment","Changement climatique (kg CO2 eq/kg de produit) - Agriculture","Changement climatique (kg CO2 eq/kg de produit) - Transformation","Changement climatique (kg CO2 eq/kg de produit) - Emballage","Changement climatique (kg CO2 eq/kg de produit) - Transport","Changement climatique (kg CO2 eq/kg de produit) - Supermarché et distribution","Changement climatique (kg CO2 eq/kg de produit) - Consommation","Score unique EF (mPt / kg de produit) - Agriculture","Score unique EF (mPt / kg de produit) - Transformation","Score unique EF (mPt / kg de produit) - Emballage","Score unique EF (mPt / kg de produit) - Transport","Score unique EF (mPt / kg de produit) - Supermarché et distribution","Score unique EF (mPt / kg de produit) - Consommation"
"aides culinaires et ingrédients divers","sauces",1.0278246,0.17234062,0.1959761,0.237482,0.032692835,0.0047993021,0.12650066999999998,0.037941138,0.021358968,0.018639448,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",2.5560412,0.36626804,0.1959761,0.22538024,0.032692835,0.012726077,0.23094086,0.065826728,0.021358968,0.017341267,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.77615014,0.26526611,0.1959761,0.23094031,0.032692835,0.012726077,0.10347836,0.053497823,0.021358968,0.017784161000000003,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.23457487,0.20548047,0.28056991,0.2258453,0.032692835,0.0047993021,0.07625722900000001,0.044729905,0.030088245,0.01748487,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",0.65864662,0.19153081,0.1959761,0.26715699,0.032692835,0.012726077,0.14732619,0.037935338,0.021358968,0.021182969,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",7.8859175,0.47176647,0.30688144,0.21779572,0.032692835,0.012726077,0.63563913,0.070111979,0.032803367,0.016698854000000003,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.1295989,0.19226386,0.19598946,0.19577393,0.032692835,0.012726077,0.17603565999999998,0.038336348,0.021360265,0.014936711,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.1295989,0.19226386,0.19598946,0.19577393,0.032692835,0.012726077,0.17603565999999998,0.038336348,0.021360265,0.014936711,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.0164209,0.29912463,0.64413743,0.23571369,0.032692835,0.0047993021,0.19808516,0.063436829,0.067605049,0.018150843,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",1.3527954,0.33103566,0.26147996,0.23057346,0.032692835,0.0047993021,0.45408012,0.054414711000000004,0.028118347,0.018136898000000002,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",4.5258467,0.52258813,0.1959761,0.22322114,0.032692835,0.012726077,0.5236436600000001,0.10479519,0.021358968,0.017184126,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",1.4317848,0.21011661,0.1959761,0.21617408,0.032692835,0.012726077,0.13288518,0.042227736,0.021358968,0.01658004,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",1.3527954,0.33103566,0.26147996,0.23057346,0.032692835,0.0047993021,0.45408012,0.054414711000000004,0.028118347,0.018136898000000002,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",1.3527954,0.33103566,0.26147996,0.23057346,0.032692835,0.0047993021,0.45408012,0.054414711000000004,0.028118347,0.018136898000000002,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",2.016421,0.29912463,0.64413743,0.23571369,0.032692835,0.012726077,0.19808516,0.063436829,0.067605049,0.018150843,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",10.18504,0.55058958,0.1959761,0.23006213,0.032692835,0.012726077,0.81388395,0.074199769,0.021358968,0.018005158,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.85381232,0.25109794,0.1959761,0.25512161,0.032692835,0.012726077,0.12391688,0.049339293,0.021358968,0.020203203000000003,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.1418073,0.4784851,0.1959761,0.2219739,0.032692835,0.0047993021,0.23326449,0.083891454,0.021358968,0.017236724,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",5.3274189,0.16707005,0.1959761,0.21311424,0.032692835,0.012726077,0.45618548,0.038348003,0.021358968,0.016336998000000002,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.5265601,0.55252174,0.20667016,0.20379641,0.032692835,0.0047993021,0.22909091,0.09733252,0.022462481,0.015613008999999999,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",0.10505848,0.23250465,0.34124925,0.20744838,0.032692835,0.0047993021,0.032512037,0.050481908,0.036349807,0.015940071,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",2.1022773,0.29913267,0.1959761,0.25003082,0.032692835,0.012726077,0.35978602,0.051146891,0.021358968,0.019423542,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",2.1022773,0.29913267,0.1959761,0.25003082,0.032692835,0.012726077,0.35978602,0.051146891,0.021358968,0.019423542,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",1.229814,0.30094151,0.24286816,0.13653413,0.025340163,0,0.41280011,0.049467919,0.025940237,0.011040472,0.0095369029,0
"aides culinaires et ingrédients divers","sauces",0.39354787,0.14469659,0.19599181,0.21450818,0.032692835,0.0047993021,0.022854376,0.033583219,0.021360493,0.016854805,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",1.8639206,0.57790125,0.1959761,0.20409287,0.032692835,0.0047993021,0.15547123,0.09397161799999999,0.021358968,0.015615197,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",13.967818,0.23128503,0.1959761,0.23999043,0.032692835,0.012726077,1.1778623,0.051069168,0.021358968,0.018750049999999997,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.58535449,0.19239061,0.1959761,0.26558858,0.032692835,0.012726077,0.11253341,0.038461869,0.021358968,0.021062318,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.2775749,0.17177889,0.1959761,0.26323061,0.032692835,0.012726077,0.08771926399999999,0.035916618,0.021358968,0.020871413000000002,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.27818016,0.17177889,0.1959761,0.26334763,0.032692835,0.012726077,0.087732798,0.035916618,0.021358968,0.020882611,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.27636669,0.170611,0.1959761,0.262196,0.032692835,0.012726077,0.09017240700000001,0.035735106,0.021358968,0.020784836,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",0.3421654,0.18918163,0.1959761,0.25960717,0.032692835,0.012726077,0.11745106,0.037644251000000004,0.021358968,0.020543854,0.0091648653,0.0064417627
"aides culinaires et ingrédients divers","sauces",1.0598829,0.33759816,0.37400101,0.23226931,0.032692835,0.0047993021,0.37295782,0.059419007999999995,0.039729469,0.018238574,0.0091648653,0.0024293397
"viandes, œufs, poissons","charcuteries",5.5826524,0.77849824,0.59733866,0.20406896,0.030685111,0.066566382,0.82608851,0.20892065,0.047021241000000005,0.015697041000000002,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",13.691002,0.36453651,0.38108041,0.19758275,0.030685111,0.066566382,1.2459004,0.09218172399999999,0.026453602,0.015152424,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",7.7340825,0.37108722,0.2533667,0.21089544,0.030685111,0.066566382,1.1446356,0.13098225,0.024081079000000002,0.01627023,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",11.747856,0.21724689,0.29054328,0.19418542,0.030685111,0.066566382,1.0251876000000002,0.056788737,0.017842901,0.014867166,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",7.7340825,0.37108722,0.2533667,0.21089544,0.030685111,0.066566382,1.1446356,0.13098225,0.024081079000000002,0.01627023,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",7.7340825,0.37108722,0.2533667,0.21089544,0.030685111,0.066566382,1.1446356,0.13098225,0.024081079000000002,0.01627023,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",5.5826524,0.77849824,0.59733866,0.20406896,0.030685111,0.066566382,0.82608851,0.20892065,0.047021241000000005,0.015697041000000002,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",5.5826524,0.77849824,0.59733866,0.20406896,0.030685111,0.066566382,0.82608851,0.20892065,0.047021241000000005,0.015697041000000002,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",5.5826524,0.77849824,0.59733866,0.20406896,0.030685111,0.066566382,0.82608851,0.20892065,0.047021241000000005,0.015697041000000002,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",13.691002,0.36453651,0.38108041,0.19758275,0.030685111,0.066566382,1.2459004,0.09218172399999999,0.026453602,0.015152424,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",13.984746,0.99134348,0.77012116,0.21524324,0.030685111,0.0047993021,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",13.984746,1.1272082,0.77012116,0.21524324,0.030685111,0.066566382,1.6954125,0.30200104,0.063454038,0.016635294,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",11.58989,1.2958013,0.29054328,0.30070168,0.030685111,0.066566382,1.3298169,0.11540255,0.017842901,0.023777168999999997,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",16.458774,0.42813756,0.38108041,0.19904111,0.030685111,0.066566382,1.478522,0.11011768999999999,0.026453602,0.015274876,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",4.534209,0.57741997,0.10637068,0.20077371,0.030685111,0.0047993021,0.67105788,0.14636911,0.0054814448,0.015420353999999999,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",5.5826524,0.77849824,0.59733866,0.20406896,0.030685111,0.066566382,0.82608851,0.20892065,0.047021241000000005,0.015697041000000002,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",13.984746,0.99134348,0.77012116,0.21524324,0.030685111,0.0047993021,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",10.263906,0.69432515,0.54646755,0.209937,0.030685111,0.066566382,1.1775441,0.18538625,0.04218305,0.016168393,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",3.8375141,0.45084623,0.29736081,0.20446647,0.030685111,0.066566382,0.48990940999999993,0.1019822,0.018409124,0.015691634,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",5.6682053,0.72183152,0.13400305,0.25157831,0.038287627,0.067829831,0.83888807,0.18297572,0.006880485,0.019322069,0.011298258,0.034334514
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.033694973
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.033694973
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.0047993021,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",4.534209,0.57741997,0.10637068,0.20077371,0.030685111,0.0047993021,0.67105788,0.14636911,0.0054814448,0.015420353999999999,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.0047993021,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.0047993021,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.0024293397
"aides culinaires et ingrédients divers","herbes",0.32375374,0,0.33443152,0.16406077,0.031675203,0.099564814,0.09117739,0,0.02476141,0.012761644,0.011921128999999999,0.0042189169
"aides culinaires et ingrédients divers","herbes",0.25900299,0,0.49690685,0.17690961,0.078554051,0,0.07294191200000001,0,0.051649676000000005,0.01375452,0.029739628,0
"entrées et plats composés","plats composés",4.5299663,0,0.21221738,0.24416039,0.030685111,0.012726077,1.2691187000000002,0,0.016118590000000002,0.018777166,0.0089786658,0.0064417627
"viandes, œufs, poissons","poissons cuits",4.4827791,0,0.18727448,0.2420853,0.030308663,0.0047993021,1.2558987000000001,0,0.020283979,0.018617285,0.0089437534,0.0024293397
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",5.6034739,0.86902326,1.4637274,0.21037094,0.017164629,0.099564814,1.5698734,0.08488606300000001,0.20747115,0.016406908999999997,0.0056929426,0.0042189169
"viandes, œufs, poissons","poissons cuits",5.4737334,0,0.25734164,0.2956002,0.037008636,0.067627306,1.5335252000000001,0,0.019501654,0.022732785,0.010920842,0.034231999
"viandes, œufs, poissons","poissons crus",4.4827791,0,0.28844568,0.2420853,0.030308663,0.0047993021,1.2558987000000001,0,0.01768459,0.018617285,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",5.4737334,0,0.25734164,0.2956002,0.037008636,0.067627306,1.5335252000000001,0,0.019501654,0.022732785,0.010920842,0.034231999
"viandes, œufs, poissons","poissons cuits",5.4737334,0,0.25734164,0.2956002,0.037008636,0.0058602263,1.5335252000000001,0,0.019501654,0.022732785,0.010920842,0.0029663648
"viandes, œufs, poissons","poissons cuits",5.4737334,0,0.25734164,0.2956002,0.037008636,0.067627306,1.5335252000000001,0,0.019501654,0.022732785,0.010920842,0.034231999
"viandes, œufs, poissons","poissons cuits",5.4936318,0.0040326636,0.25734164,0.29718033,0.037008636,0.07602681,1.5361556,0.00039620915999999997,0.019501654,0.022895113999999998,0.010920842,0.010796871000000001
"viandes, œufs, poissons","poissons crus",5.4223937,0,0.28844568,1.0400256,0.030308663,0.0047993021,1.190821,0,0.01768459,0.08705225800000001,0.0089437534,0.0024293397
"fruits, légumes, légumineuses et oléagineux","légumes",0.31309977,0,0,0.35894158,0.16886486,0.27350501,0.07942131599999999,0,0,0.027508614,0.04964378,0.015299345
"viandes, œufs, poissons","poissons crus",9.4787825,0,0.28844568,1.1647231,0.030308663,0.0047993021,1.7433901,0,0.01768459,0.097690587,0.0089437534,0.0024293397
"produits céréaliers","pâtes, riz et céréales",0.36930369,0,0.26940995,0.13232457,0.030159429,0,0.066591789,0,0.019987624,0.010293088,0.011252758,0
"aides culinaires et ingrédients divers","sels",0.31416217,0,0.1959761,0.11132478,0.024513374,0,0.039501479,0,0.021358968,0.0086230494,0.0081923068,0
"aides culinaires et ingrédients divers","sels",0.31416217,0,0.1959761,0.11132478,0.024513374,0,0.039501479,0,0.021358968,0.0086230494,0.0081923068,0
"aides culinaires et ingrédients divers","sels",0.31416217,0,0.1959761,0.11132478,0.024513374,0,0.039501479,0,0.021358968,0.0086230494,0.0081923068,0
"aides culinaires et ingrédients divers","sels",0.31416217,0,0.1959761,0.11132478,0.024513374,0,0.039501479,0,0.021358968,0.0086230494,0.0081923068,0
"lait et produits laitiers","fromages",5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.0047993021,0.87096995,0.028825098,0.019721226,0.020066903,0.0088270864,0.0024293397
"lait et produits laitiers","produits laitiers frais et assimilés",1.0745339,0.17378385,0.21221738,0.18828325,0.030685111,0.0047993021,0.10493217,0.035231782999999996,0.016118590000000002,0.014404318,0.0089786658,0.0024293397
"produits céréaliers","pâtes, riz et céréales",0.52491526,0.38385845,0.26940995,0.11420347,0.030159429,0,0.18867361,0.044106672,0.019987624,0.0089632472,0.011252758,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.5048699,0,0.53881991,0.54897698,0.072986004,0.39825926,0.92408105,0,0.039975248,0.053070467,0.027302377,0.016875668
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.5048699,0,0.53881991,0.54897698,0.072986004,0.39825926,0.92408105,0,0.039975248,0.053070467,0.027302377,0.016875668
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.5048699,0,0.53881991,0.54897698,0.072986004,0.39825926,0.92408105,0,0.039975248,0.053070467,0.027302377,0.016875668
"boissons","boissons sans alcool",0.24482922,0.13224734,0.49690685,0.17404943,0.012364537,0,0.075640577,0.011074586,0.051649676000000005,0.013799686,0.0044194823,0
"aides culinaires et ingrédients divers","ingrédients divers",0.039919399,0.025193473,0.51781562,0.15605958,0.019943948,0,0.011876415,0.0023154826,0.053822224,0.012153666,0.0070639628,0
"aides culinaires et ingrédients divers","ingrédients divers",0.039919399,0.025193473,0.51781562,0.15605958,0.019943948,0,0.011876415,0.0023154826,0.053822224,0.012153666,0.0070639628,0
"boissons","boissons sans alcool",0.11144817,0.16133228,0.17256359,0.20379513,0.028932423,0.0047993021,0.037295951,0.032621149,0.014792145999999999,0.015667312000000003,0.0088128735,0.0024293397
"lait et produits laitiers","fromages",4.2839773,0.42024593,0.21225468,0.25813058,0.030685111,0.0047993021,0.41087776,0.067219117,0.01612221,0.020014393000000002,0.0089786658,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",3.3136282,0,0.26940995,0.27236652,0.032006721,0,0.15466483,0,0.019987624,0.025333582,0.0119523,0
"viandes, œufs, poissons","poissons crus",5.4223937,0,0.28844568,1.0400256,0.030308663,0.0047993021,1.190821,0,0.01768459,0.08705225800000001,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",6.6210573,0,0.25734164,1.2699316,0.037008636,0.067627306,1.4540616,0,0.019501654,0.10629586,0.010920842,0.034231999
"viandes, œufs, poissons","poissons crus",5.4223937,0,0.28844568,1.0400256,0.030308663,0.0047993021,1.190821,0,0.01768459,0.08705225800000001,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",6.6210573,0,0.25734164,1.2699316,0.037008636,0.067627306,1.4540616,0,0.019501654,0.10629586,0.010920842,0.034231999
"viandes, œufs, poissons","poissons cuits",6.6409557,0.0040326636,0.25734164,1.2715118,0.037008636,0.07602681,1.456692,0.00039620915999999997,0.019501654,0.10645819000000001,0.010920842,0.010796871000000001
"viandes, œufs, poissons","poissons cuits",6.6210573,0,0.25734164,1.2699316,0.037008636,0.067627306,1.4540616,0,0.019501654,0.10629586,0.010920842,0.034231999
"viandes, œufs, poissons","poissons cuits",5.4223937,0,0.210753,1.0400256,0.030308663,0.0047993021,1.190821,0,0.015971111,0.08705225800000001,0.0089437534,0.0024293397
"aides culinaires et ingrédients divers","ingrédients divers",0.39221164,0.0025380208,0.099788277,0.16538311,0.045465564,0,0.095746443,0.0012713275,0.015125934,0.013106458000000001,0.017048965,0
"aides culinaires et ingrédients divers","ingrédients divers",0.14277017,0.15453303,0.099788277,0.11606068,0.045465564,0,0.028655094,0.014997304000000001,0.015125934,0.0091262988,0.017048965,0
"aides culinaires et ingrédients divers","ingrédients divers",0.096188364,0.0025380208,0.099788277,0.16538311,0.045465564,0,0.04902926899999999,0.0012713275,0.015125934,0.013106458000000001,0.017048965,0
"aides culinaires et ingrédients divers","ingrédients divers",0.75257735,0.0025380208,0.099788277,0.27056242,0.045465564,0,0.12336965,0.0012713275,0.015125934,0.02521317,0.017048965,0
"glaces et sorbets","sorbets",0.33051797,0.17139925,0.26680983,0.25140955,0.052754569,0.018159521,0.37108539999999995,0.033370164,0.019738736,0.019905384,0.015937489000000003,0.0091920963
"glaces et sorbets","sorbets",0.33051797,0.17139925,0.20599451,0.25140955,0.052754569,0.018159521,0.37108539999999995,0.033370164,0.015491882,0.019905384,0.015937489000000003,0.0091920963
"produits céréaliers","pâtes, riz et céréales",0.29899436,0,0.26940995,0.13232457,0.030159429,0,0.076024605,0,0.019987624,0.010293088,0.011252758,0
"entrées et plats composés","plats composés",2.2228218,0.22029559,0.10293172,0.22332439,0.030685111,0.012726077,0.27940759,0.042081717,0.015601802,0.017143949000000002,0.0089786658,0.0064417627
"entrées et plats composés","soupes",0.045411968,0.13617451,0.098786634,0.12835187,0.025340163,0.0079267752,0.018853971,0.031049483000000003,0.014974093,0.0099735156,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.12513445,0.27777699,0.0054596297,0.042750417,0.0014004719,0.0081832145,0.033263480000000005,0.092959413,0.00082757148,0.0036423741000000003,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.12516224,0.15778472,0.098786634,0.14537901,0.025340163,0.0079267752,0.033270866,0.03309719,0.014974093,0.011592847,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.02989223,0.25108239,0.0054596297,0.016851189,0.0014004719,0.0081832145,0.006683487399999999,0.090221365,0.00082757148,0.001415901,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.029898868,0.13108418,0.098786634,0.11947403,0.025340163,0.0079267752,0.0066849715,0.030358534,0.014974093,0.0093658797,0.0095369029,0.004012423
"entrées et plats composés","soupes",0,0,0.0054596297,0.0060032956,0.0014004719,0.0081832145,0,0,0.00082757148,0.0004650614,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0,0,0.0054596297,0.0060032956,0.0014004719,0.0081832145,0,0,0.00082757148,0.0004650614,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.38580848,0.3476588,0.0054596297,0.053395701,0.0014004719,0.0081832145,0.08546127299999999,0.09818663600000001,0.00082757148,0.004462251600000001,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.38589416,0.22768204,0.098786634,0.15602666,0.025340163,0.0079267752,0.08548025000000001,0.038325574,0.014974093,0.012412907,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.43756659,0.28142893,0.0054732279,0.020254981,0.0014004719,0.0081832145,0.046881002,0.09395875100000001,0.00082889136,0.0016228463,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.43766376,0.16143747,0.098800235,0.12287858,0.025340163,0.0079267752,0.046891413,0.034096749999999995,0.014975413,0.009572871,0.0095369029,0.004012423
"entrées et plats composés","soupes",1.2085838,0.47134868,0.0054596297,0.1963821,0.0014004719,0.0081832145,0.16649912,0.11102539,0.00082757148,0.016338037,0.00052707494,0.0043105332
"entrées et plats composés","soupes",1.2088522,0.35139939,0.098786634,0.29904481,0.025340163,0.0079267752,0.16653609,0.051167182,0.014974093,0.024291329,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.25306953,0.28830553,0.0054596297,0.018693539,0.0014004719,0.0081832145,0.031041923000000003,0.095936357,0.00082757148,0.0014703905,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.25312573,0.1683156,0.098786634,0.12131679,0.025340163,0.0079267752,0.031048817,0.036074795,0.014974093,0.0094203813,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.13750935,0.26497786,0.0054596297,0.028341056,0.0014004719,0.0081832145,0.047107531999999994,0.091598811,0.00082757148,0.002310543,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.13753988,0.14498275,0.098786634,0.13096645,0.025340163,0.0079267752,0.047117993,0.031736285999999995,0.014974093,0.01026072,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.55730667,0.332826,0.0054596297,0.029813152,0.0014004719,0.0081832145,0.064882017,0.10274184,0.00082757148,0.0024310071,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.55743043,0.21284595,0.098786634,0.13243888,0.025340163,0.0079267752,0.06489642500000001,0.042881791,0.014974093,0.010381211,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.31680332,0.27703645,0.0054596297,0.014212442,0.0014004719,0.0081832145,0.050557767,0.094086386,0.00082757148,0.0011332637,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.31687367,0.15704402,0.098786634,0.1168347,0.025340163,0.0079267752,0.050568994,0.034224413,0.014974093,0.0090831796,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.12513445,0.27777699,0.0054596297,0.042750417,0.0014004719,0.0081832145,0.033263480000000005,0.092959413,0.00082757148,0.0036423741000000003,0.00052707494,0.0043105332
"entrées et plats composés","soupes",1.3810399,0.3359825,0.0054596297,0.022090412,0.0014004719,0.0081832145,0.11743332999999999,0.10053957,0.00082757148,0.0017699758,0.00052707494,0.0043105332
"entrées et plats composés","soupes",1.3813465,0.21600315,0.098786634,0.12471442,0.025340163,0.0079267752,0.1174594,0.040679027,0.014974093,0.0097200331,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.78242517,0.1828809,0.098786634,0.13975821,0.025340163,0.0079267752,0.082240126,0.036802851,0.014974093,0.01090084,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.099141304,0.25521392,0.0054596297,0.028992654,0.0014004719,0.0081832145,0.023828774,0.09073361,0.00082757148,0.0022873915,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.099163319,0.13521664,0.098786634,0.1316182,0.025340163,0.0079267752,0.023834065,0.030870892,0.014974093,0.010237564,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.054787342,0.25110627,0.0054596297,0.013961197,0.0014004719,0.0081832145,0.0074220631,0.090106229,0.00082757148,0.0010938018,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.054799508,0.13110808,0.098786634,0.1165834,0.025340163,0.0079267752,0.0074237113,0.030243371999999998,0.014974093,0.009043709,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.050442663,0.13165923,0.098786634,0.12825632,0.025340163,0.0079267752,0.014426448,0.030406546,0.014974093,0.010268681,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.059025044,0.25269061,0.0054596297,0.016166325,0.0014004719,0.0081832145,0.013066768000000001,0.090443746,0.00082757148,0.0012680252,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.059038151,0.13269276,0.098786634,0.11878902,0.025340163,0.0079267752,0.013069669999999999,0.030580964,0.014974093,0.0092179711,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.050442663,0.13165923,0.098786634,0.12825632,0.025340163,0.0079267752,0.014426448,0.030406546,0.014974093,0.010268681,0.0095369029,0.004012423
"entrées et plats composés","soupes",4.2353159,0.20869278,0.098786634,0.12674245,0.025340163,0.28579665,0.4308758,0.038592348,0.014974093,0.010052387999999999,0.0095369029,0.033492835
"entrées et plats composés","soupes",5.8586278,0.27094256,0.0054596297,0.65723739,0.0014004719,0.0081832145,1.1126654,0.092529473,0.00082757148,0.056196982,0.00052707494,0.0043105332
"entrées et plats composés","soupes",5.8599287,0.15094877,0.098786634,0.76000244,0.025340163,0.0079267752,1.1129125,0.032667154,0.014974093,0.06415912600000001,0.0095369029,0.004012423
"entrées et plats composés","soupes",0.029898868,0.13108418,0.098786634,0.11947403,0.025340163,0.0079267752,0.0066849715,0.030358534,0.014974093,0.0093658797,0.0095369029,0.004012423
"entrées et plats composés","soupes",4.2343756,0.32867375,0.0054596297,0.024117988,0.0014004719,0.0081832145,0.43078014,0.098453351,0.00082757148,0.0021022572,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.096595484,0.29729428,0.0054596297,0.030803146,0.0014004719,0.0081832145,0.030764824,0.09479959,0.00082757148,0.0025853847,0.00052707494,0.0043105332
"entrées et plats composés","soupes",0.13753988,0.14498275,0.098786634,0.13096645,0.025340163,0.0079267752,0.047117993,0.031736285999999995,0.014974093,0.01026072,0.0095369029,0.004012423
"aliments infantiles","petits pots salés et plats infantiles",0.059038151,0.13269276,0.20653737,0.11371558,0.025340163,0.0079267752,0.013069669999999999,0.030580964,0.015546553,0.0088240595,0.0095369029,0.004012423
"aliments infantiles","petits pots salés et plats infantiles",0.099163319,0.13521664,0.20653737,0.12654475,0.025340163,0.0079267752,0.023834065,0.030870892,0.015546553,0.0098436522,0.0095369029,0.004012423
